postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"4581","386","1306","27.9","1742","1298","444","0","365","21","0","21560","137,982","32.2"
"4600","188","500","36.0","749","595","154","0","180","8","0","13264","84,888","18.6"
"4601","169","573","28.6","677","572","105","0","164","5","0","22883","146,450","32"
"4605","513","1971","24.9","2345","1855","490","0","491","22","0","57723","369,430","81"
"4606","412","1137","35.1","1476","1303","174","0","399","13","0","13273","84,947","18.6"
"4608","155","435","34.0","669","549","120","0","148","7","0","17200","110,082","24.1"
"4610","1955","6584","28.7","8271","6547","1484","240","1887","67","1","189306","1,211,558","278.8"
"4611","21","61","34.4","92","92","0","0","21","0","0","2764","17,687","3.9"
"4612","53","135","37.8","223","174","49","0","51","2","0","4451","28,487","6.2"
"4613","128","464","26.5","617","446","171","0","123","5","0","16884","108,061","23.6"
"4614","227","587","38.0","802","750","52","0","223","4","0","16098","103,024","23.7"
"4615","1277","3400","37.1","4346","4083","263","0","1260","17","0","59342","379,791","83.6"
"4620","63","199","30.2","222","188","34","0","60","3","0","8172","52,303","11.5"
"4621","293","996","28.8","1010","901","109","0","287","6","0","19353","123,859","28.7"
"4625","436","1371","30.8","1817","1485","332","0","422","14","0","46053","294,737","68.5"
"4626","313","1083","26.9","1714","1013","701","0","291","22","0","27772","177,741","41.2"
"4627","118","510","22.2","597","447","149","0","113","5","0","13386","85,672","20.4"
"4630","278","1347","19.7","1189","945","245","0","266","12","0","57220","366,207","87.2"
"4650","5176","15677","32.0","21256","17404","3371","481","5021","153","2","328127","2,100,015","461.4"
"4655","12552","28658","43.0","144904","42945","5039","96920","12324","225","3","500921","3,205,892","746.7"
"4659","1356","2852","46.9","5116","4763","353","0","1338","18","0","51964","332,567","77.4"
"4660","1663","4194","38.6","81545","5545","909","75092","1618","44","1","98799","632,316","147.3"
"4662","127","324","38.6","503","476","27","0","125","2","0","3646","23,332","5.4"
"4670","13762","35809","37.2","58199","46330","9483","2386","13337","419","6","788732","5,047,884","1175.9"
"4671","1150","3040","37.1","4194","3669","525","0","1127","23","0","78455","502,110","116.5"
"4673","116","355","31.8","452","411","41","0","113","3","0","9130","58,429","13.6"
"4674","298","958","29.3","1219","987","232","0","281","17","0","24153","154,577","35.9"
"4676","59","109","54.1","185","185","0","0","59","0","0","3053","19,542","4.5"
"4677","706","2371","29.3","2767","2554","214","0","694","12","0","45746","292,771","69.7"
"4678","250","552","44.9","960","921","39","0","248","2","0","14265","91,295","21.7"
"4680","6985","23718","28.7","30995","26709","3986","300","6797","187","1","509251","3,259,203","780.1"
"4694","34","81","42.0","128","128","0","0","34","0","0","16994","108,762","26.2"
"4695","184","510","34.1","783","644","140","0","174","10","0","16006","102,436","24.4"
"4697","23","69","31.9","104","94","10","0","22","1","0","3149","20,152","4.6"
"4699","62","196","30.1","248","217","31","0","59","3","0","12675","81,117","18.7"
"4700","1730","7196","22.6","8271","5654","2617","0","1623","107","0","150817","965,228","224"
"4701","4786","18599","25.0","21446","17191","2766","1489","4651","131","4","299993","1,919,952","445.5"
"4702","3695","13356","26.4","16873","13813","3060","0","3529","166","0","387172","2,477,899","587.6"
"4703","3290","10089","31.9","13254","11735","1345","174","3223","66","1","185555","1,187,552","274.9"
"4704","19","60","30.0","73","63","10","0","18","1","0","2298","14,707","3.4"
"4705","49","209","21.1","326","173","154","0","44","5","0","13993","89,558","21.2"
"4706","6","72","8.3","24","24","0","0","6","0","0","2983","19,091","4.4"
"4707","32","217","14.3","127","114","13","0","31","1","0","5719","36,604","7.7"
"4709","9","481","1.5","126249","31","17","126202","7","1","1","9559","61,180","14.5"
"4710","641","2531","25.2","2341","2304","36","0","638","3","0","35283","225,813","52.3"
"4711","363","609","59.1","1448","1414","34","0","360","3","0","17163","109,841","25.4"
"4712","23","161","12.4","150","79","71","0","20","3","0","4026","25,768","5.9"
"4713","11","325","3.4","49","49","0","0","11","0","0","0","0","0"
"4714","405","1576","25.5","1360","1304","56","0","402","3","0","25451","162,886","37.7"
"4715","772","2913","25.3","3851","2832","1018","0","737","35","0","97303","622,737","148.5"
"4716","136","389","33.2","608","531","77","0","129","7","0","17898","114,547","27.2"
"4717","251","2233","10.8","1425","1074","351","0","241","10","0","56402","360,974","85.7"
"4718","283","1202","21.8","1569","1149","420","0","262","21","0","46132","295,247","68.3"
"4719","168","658","24.3","773","664","109","0","160","8","0","23464","150,170","35.7"
"4720","1528","5781","24.5","99020","6428","2655","89937","1417","108","3","163246","1,044,775","248.1"
"4721","359","1754","18.7","91077","1387","475","89216","328","30","1","75300","481,918","114.3"
"4722","243","523","40.0","1380","881","499","0","209","34","0","31842","203,791","48.2"
"4723","147","629","21.3","842","618","224","0","134","13","0","38246","244,776","58.1"
"4724","63","255","18.4","400","193","206","0","47","16","0","9397","60,142","14.7"
"4725","199","804","21.1","37048","712","438","35898","170","26","3","27747","177,580","43.4"
"4726","49","256","16.8","272","180","91","0","43","6","0","12755","81,633","19.9"
"4727","39","232","15.9","193","158","35","0","37","2","0","8804","56,345","13.8"
"4728","43","136","25.0","263","132","131","0","34","9","0","6140","39,298","9.6"
"4730","331","1851","15.1","19816","1315","1157","17344","280","50","1","62955","402,912","98.5"
"4731","35","187","18.2","157","145","12","0","34","1","0","8114","51,928","12.7"
"4732","30","92","22.8","207","93","114","0","21","9","0","5681","36,356","8.9"
"4735","91","681","11.9","558","377","181","0","81","10","0","20905","133,795","33.6"
"4736","15","70","20.0","85","52","34","0","14","1","0","4344","27,800","6.8"
"4737","1127","3661","29.7","5187","4340","846","0","1089","38","0","84890","543,298","114.8"
"4738","187","648","28.2","838","773","65","0","183","4","0","18145","116,127","24.5"
"4739","57","232","22.8","317","230","87","0","53","4","0","5736","36,712","7.7"
"4740","8925","35609","24.0","46596","35609","10242","744","8532","390","3","723503","4,630,420","1126.4"
"4741","1046","3237","30.9","4835","4152","683","0","1000","46","0","108848","696,625","147"
"4742","81","579","11.9","517","287","230","0","69","12","0","30078","192,500","40.6"
"4743","12","450","2.2","85","48","37","0","10","2","0","12169","77,883","18.4"
"4744","273","3890","6.5","86607","1261","382","84963","254","17","2","105381","674,436","142.4"
"4745","95","1427","6.3","595","506","89","0","90","5","0","42362","271,118","64.2"
"4746","16","1042","1.3","88","60","28","0","14","2","0","27940","178,816","42.5"
"4750","665","2348","28.0","2929","2825","104","0","658","7","0","33882","216,845","52.6"
"4751","565","1785","31.1","2619","2416","202","0","556","9","0","39321","251,654","60.9"
"4753","566","1703","32.6","2697","2536","160","0","556","10","0","36399","232,956","56.5"
"4754","294","948","29.4","1504","1148","356","0","279","15","0","23953","153,299","32.3"
"4756","78","323","22.6","506","324","182","0","73","5","0","5062","32,398","6.8"
"4757","52","224","21.0","263","190","73","0","47","5","0","5739","36,729","7.7"
"4798","125","342","34.8","597","512","85","0","119","6","0","10626","68,004","16"
"4799","234","573","39.3","1073","912","161","0","225","9","0","14125","90,398","21.3"
"4800","1819","4336","39.8","9038","6616","2022","400","1725","93","1","95859","613,496","145.2"
"4802","1128","4434","23.7","5967","4440","1526","0","1051","77","0","95036","608,232","143.9"
"4804","259","1077","22.2","438785","997","338","437450","239","15","5","34561","221,187","52.3"
"4805","1452","5114","27.0","6897","5367","1531","0","1382","70","0","149627","957,611","226.4"
"4806","597","1811","29.1","3627","2232","1395","0","527","70","0","47597","304,619","73.7"
"4807","1903","4591","38.2","138066","7354","2889","127823","1755","147","1","127863","818,324","197.8"
"4808","214","515","38.3","1152","839","313","0","197","17","0","19631","125,638","30.6"
"4809","198","684","24.4","131943","737","461","130745","167","30","1","22204","142,104","34.4"
"4810","1908","8448","20.7","12478","6969","3948","1561","1745","159","4","159455","1,020,512","246.1"
"4811","1710","5278","31.6","159193","6865","1103","151225","1670","39","1","109911","703,434","171.6"
"4812","1965","9203","20.3","10024","7587","2141","296","1870","94","1","124467","796,589","193.3"
"4814","6034","18065","32.1","30091","23755","5541","794","5797","234","3","400103","2,560,660","623.6"
"4815","3594","8506","41.5","162645","13079","1198","148368","3527","66","1","128839","824,570","199.7"
"4816","1450","4483","30.7","6805","5524","1282","0","1378","72","0","105846","677,413","163.9"
"4817","4670","11836","38.5","20986","19101","1884","0","4562","108","0","207722","1,329,420","321.8"
"4818","4529","12812","34.4","21713","18506","3208","0","4403","126","0","265251","1,697,604","413.2"
"4819","389","1456","25.3","1784","1409","375","0","368","21","0","20676","132,330","32.1"
"4820","1133","5060","20.8","5876","4240","1636","0","1054","79","0","134536","861,032","208.8"
"4821","220","707","25.6","21536","858","516","20162","181","38","1","36495","233,570","56.6"
"4822","109","431","20.9","784","450","334","0","90","19","0","19835","126,943","29.4"
"4823","105","488","14.5","3982","333","517","3132","71","33","1","38693","247,634","61.6"
"4824","169","1414","9.5","1296","591","706","0","135","34","0","42776","273,764","68.1"
"4825","1654","7849","19.7","9294","6104","2925","265","1548","105","1","198643","1,271,314","317.6"
"4828","16","194","5.7","161","50","110","0","11","5","0","3328","21,299","5.3"
"4829","57","281","15.7","434","144","290","0","44","13","0","6713","42,963","10.8"
"4830","58","438","5.9","1211","94","853","264","26","31","1","3730","23,872","5.9"
"4849","236","896","24.8","1279","919","359","0","222","14","0","16776","107,368","26"
"4850","1556","5422","27.5","6806","5618","1188","0","1492","64","0","144066","922,021","223.2"
"4852","617","2175","26.7","3354","2627","728","0","581","36","0","31934","204,378","47.5"
"4854","619","2353","23.8","3803","2419","1383","0","561","58","0","82967","530,988","123.4"
"4855","101","379","25.1","482","402","79","0","95","6","0","7246","46,372","10.8"
"4856","104","366","26.2","511","386","125","0","96","8","0","11229","71,868","16.7"
"4857","3","84","3.6","11","11","0","0","3","0","0","","",""
"4858","187","694","25.2","966","780","185","0","175","12","0","17595","112,610","26"
"4859","65","214","29.4","301","261","40","0","63","2","0","1667","10,666","2.5"
"4860","1003","4531","20.9","5451","3942","1509","0","945","58","0","91253","584,022","135.5"
"4861","148","853","15.9","907","591","317","0","136","12","0","17478","111,859","25.4"
"4865","1080","3193","32.3","5305","4359","946","0","1030","50","0","70790","453,055","103"
"4868","2335","8420","26.6","11630","8943","2061","627","2241","91","3","136581","874,115","198.8"
"4869","2118","6823","30.1","10017","8540","1477","0","2054","64","0","123550","790,722","179.8"
"4870","6816","23084","27.7","39075","25629","10467","2980","6389","424","3","529629","3,389,628","772.4"
"4871","1188","5512","19.1","83612","4326","3065","76222","1051","135","2","103507","662,444","153.4"
"4872","586","2101","24.7","3614","2191","1423","0","518","68","0","87550","560,322","129.7"
"4873","1023","3077","31.2","5036","3746","1291","0","959","64","0","65455","418,910","95.4"
"4874","11","2463","0.3","1687","32","55","1600","7","3","1","40797","261,098","59.1"
"4875","102","2316","2.3","1279","192","1087","0","53","49","0","0","0","0"
"4876","24","1095","0.8","403","52","352","0","9","15","0","0","0","0"
"4877","573","2606","20.2","3412","2447","965","0","526","47","0","58415","373,855","85"
"4878","1661","6391","25.0","8011","6450","1562","0","1599","62","0","96307","616,363","140"
"4879","2689","8074","32.1","12764","11173","1591","0","2588","101","0","131275","840,160","190.8"
"4880","1911","5641","30.9","11173","7033","4141","0","1742","169","0","169343","1,083,792","251.7"
"4881","563","2155","25.0","2556","1977","579","0","538","25","0","41852","267,851","60.8"
"4882","460","1278","32.5","2789","1546","1242","0","415","45","0","42479","271,866","63"
"4883","782","3781","19.6","3584","2744","840","0","742","40","0","123280","788,993","183.2"
"4884","363","1049","32.6","1610","1274","336","0","342","21","0","21825","139,679","32.4"
"4885","545","1884","27.5","2449","2004","444","0","518","27","0","48967","313,390","72.7"
"4886","85","430","17.2","506","260","246","0","74","11","0","14174","90,712","21"
"4887","260","938","26.9","1023","851","171","0","252","8","0","14466","92,581","21.4"
"4888","354","1548","21.7","1592","1275","317","0","336","18","0","39034","249,819","58"
"4890","80","579","9.5","5758","249","549","4960","55","24","1","13180","84,353","21.1"
"4891","55","531","9.2","350","235","114","0","49","6","0","8129","52,024","13.1"
"4895","373","2263","14.4","2292","1359","933","0","327","46","0","31365","200,736","45.5"
"5000","777","3053","19.7","7508","1909","5170","430","602","173","2","134692","862,032","183.9"
"5006","562","2621","19.4","2829","1698","1131","0","509","53","0","63396","405,734","87"
"5007","736","3275","20.0","4303","2108","2195","0","654","82","0","73487","470,314","101.6"
"5008","1517","6018","23.9","6937","5072","1866","0","1438","79","0","107917","690,669","148.8"
"5009","722","2185","29.9","3934","2231","1702","0","654","68","0","77392","495,311","107.8"
"5010","751","2186","31.8","6304","2554","2088","1662","695","52","4","91472","585,419","127.8"
"5011","1359","5045","25.1","6946","4996","1950","0","1265","94","0","89614","573,529","123.2"
"5012","1300","4614","27.0","5509","4586","923","0","1247","53","0","86262","552,075","119.6"
"5013","1403","4417","27.7","10584","4221","5597","766","1222","179","2","221205","1,415,715","310"
"5014","1551","5642","26.1","7216","5049","2015","151","1472","78","1","110802","709,131","153.2"
